2649	2671	-4.96	0	-1	0	1	2	0	4	0	1	2	0	5	63
2668	2629	0.82	0	0	2	2	1	1	8	2	1	2	1	8	17
2605	2620	0.23	0	0	2	2	2	1	8	2	2	2	1	8	17
2730	2628	0.54	0	0	2	1	2	1	6	2	1	2	1	6	46
2784	2814	-1.4	0	-1	0	0	1	0	4	0	1	0	0	5	75
2646	2627	-6.45	0	-1	1	0	0	1	6	1	0	0	1	7	79
2618	2741	-0.14	0	9	2	2	2	1	7	2	2	2	0	7	36
2600	2600	-3.29	0	-2	2	0	2	0	4	2	1	2	0	3	61
2689	2633	-6.94	0	-3	2	1	0	1	4	2	0	1	1	7	74
2611	2692	-5.64	0	-2	1	0	1	0	2	1	1	0	0	4	75
2647	2618	-4.86	0	0	1	0	1	1	5	2	0	2	0	6	75
2643	2695	-0.22	0	0	2	2	2	1	8	2	2	2	1	8	12
2641	2638	-1.04	0	-3	0	1	0	1	3	0	0	2	1	3	67
2693	2700	-2.68	0	-5	1	0	1	1	6	2	0	1	1	6	47
2650	2670	-1.02	0	0	0	1	1	0	5	1	1	0	0	3	82
2672	2682	0.33	0	0	2	2	2	1	8	2	2	2	1	8	1
2678	2702	-0.02	0	0	1	0	1	1	7	1	0	2	1	4	62
2636	2668	0.36	0	0	2	2	2	1	7	2	2	2	1	7	24
2741	2786	-0.66	0	-4	2	1	1	1	6	2	1	2	1	7	34
2654	2707	3.94	0	3	1	0	1	0	1	1	0	0	0	1	0
2653	2677	0.12	0	0	2	2	2	1	8	2	2	2	1	8	22
2765	2755	0.75	0	0	2	1	1	1	7	2	1	1	1	7	23
2768	2734	-4.59	0	-1	0	0	1	0	4	0	1	0	0	5	78
2767	2740	0.0	0	-1	2	0	1	0	4	2	1	0	0	5	66
2606	2632	-4.59	0	-3	1	1	0	0	3	2	0	0	0	4	103
2619	2730	0.72	0	0	2	2	2	1	8	2	2	2	1	8	9
2658	2702	-3.7	0	-1	2	1	1	1	6	2	1	1	1	7	52
2681	2666	-4.1	0	-1	0	0	1	0	2	0	1	0	0	3	114
2605	2660	0.0	0	0	2	1	2	1	7	2	1	2	1	7	28
2605	2635	-4.71	0	-2	1	0	1	0	4	1	0	1	0	6	73
2615	2715	-0.12	0	-1	2	2	2	1	7	2	2	2	1	8	29
2709	2613	0.37	0	0	2	2	2	1	8	2	2	2	1	8	11
2629	2734	0.07	0	0	2	1	0	0	7	2	0	1	0	7	52
2660	2652	0.47	0	0	2	2	2	1	8	2	2	2	1	8	29
2678	2656	0.11	0	0	2	2	2	1	8	2	2	2	1	8	8
2741	2786	-5.2	0	-4	1	0	0	0	4	1	1	1	0	2	67
2616	2725	0.26	0	0	2	2	2	1	8	2	2	2	1	8	1
2604	2626	-7.94	0	-2	1	0	0	0	4	1	0	0	0	6	71
2664	2726	0.29	0	0	2	2	2	1	8	2	2	2	1	8	5
2780	2733	0.29	0	0	2	1	2	1	7	2	1	2	1	7	19
2606	2710	-0.06	0	0	2	2	2	1	8	2	2	2	1	8	4
2740	2725	0.12	0	0	2	2	2	1	7	2	2	2	1	7	17
2624	2614	0.42	0	0	2	2	2	1	8	2	2	2	1	8	5
2667	2601	-3.05	0	-1	0	1	1	0	1	0	1	1	0	2	122
2723	2783	-0.05	0	-1	2	2	1	1	4	2	1	2	1	5	51
2629	2661	-0.63	0	6	2	2	2	1	8	1	2	2	1	7	23
2801	2650	-6.34	0	-3	0	0	2	1	5	1	1	1	1	3	92
2641	2665	-2.84	0	2	1	0	2	0	4	1	0	1	0	5	66
2717	2719	-0.95	0	0	2	0	2	1	5	2	0	2	1	5	52
2652	2767	0.49	0	0	2	1	2	1	8	2	1	2	1	8	13
2604	2602	0.27	0	3	2	1	2	1	6	2	0	2	1	6	20
2636	2682	0.35	0	1	2	2	2	1	8	2	2	2	1	7	8
2660	2658	-3.13	0	-1	2	0	0	1	6	1	2	1	1	3	52
2650	2665	-1.56	0	0	2	0	0	1	5	2	0	0	1	5	75
2609	2665	-0.44	0	0	2	2	2	1	7	2	2	2	1	7	32
2714	2651	0.92	0	0	2	2	2	1	8	2	2	2	1	8	31
2600	2734	0.18	0	0	2	2	2	1	8	2	2	2	1	8	6
2615	2626	-0.12	0	0	2	2	2	1	8	2	2	2	1	8	16
2630	2602	0.29	0	0	2	2	2	1	7	2	2	2	1	7	21
2649	2673	-5.32	0	-1	2	0	0	1	4	1	2	0	1	4	96
2694	2751	-2.15	0	0	0	0	1	1	6	0	0	1	1	6	80
2725	2635	-0.25	0	-1	2	1	1	1	5	2	0	2	1	6	51
2645	2700	0.14	0	0	2	2	2	1	8	2	2	2	1	8	12
2667	2820	0.83	0	0	2	2	2	1	7	2	2	2	1	7	49
2638	2654	-1.02	0	0	2	2	2	1	7	2	2	2	1	7	42
2743	2746	-60.37	0	-3	0	1	1	0	3	0	0	0	1	3	111
2634	2647	-1.89	0	-2	1	0	1	1	5	1	2	0	1	4	59
2726	2812	0.53	0	0	2	2	2	1	7	2	2	2	1	7	14
2742	2699	0.32	0	0	2	2	2	1	8	2	2	2	1	8	5
2746	2715	0.13	0	0	2	2	2	1	8	2	2	2	1	8	11
2637	2669	0.48	0	-1	2	2	2	1	7	2	2	2	1	8	13
2717	2792	-2.41	0	0	1	1	1	0	3	1	1	1	0	3	122
2638	2719	0.08	0	-1	2	1	2	1	7	2	2	1	1	8	15
2740	2620	0.38	0	0	2	2	2	1	8	2	2	2	1	8	1
2634	2602	-0.58	0	-2	1	0	1	0	3	1	1	0	0	5	78
2638	2634	0.3	0	0	2	2	2	1	8	2	2	2	1	8	2
2600	2725	-0.78	0	-1	2	0	0	0	3	1	1	1	0	3	110
2666	2687	-1.26	0	0	2	2	0	0	6	2	1	1	0	6	50
2619	2600	-7.01	0	-8	0	1	0	1	4	0	0	1	2	3	71
2738	2704	0.29	0	0	2	2	2	1	8	2	2	2	1	8	5
2626	2705	-1.91	0	-1	1	1	2	1	5	2	1	1	1	4	64
2610	2700	-1.21	0	-3	2	1	1	1	7	2	1	2	1	7	23
2654	2759	0.0	0	0	2	0	0	1	3	2	0	0	1	3	93
2613	2634	-2.47	0	-3	2	1	1	1	6	2	2	1	1	6	51
2651	2617	-2.1	0	0	1	0	1	0	4	1	1	0	0	4	81
2634	2615	-4.78	0	-1	0	1	0	1	3	0	0	1	1	4	98
2609	2624	-5.79	0	0	0	0	1	0	4	0	0	1	0	4	87
2602	2710	0.5	0	0	2	2	2	1	7	2	2	2	1	7	11
2645	2679	-0.25	0	0	2	2	1	0	7	2	2	1	0	7	24
2663	2715	-0.85	0	0	2	1	1	1	8	2	2	1	1	5	26
2729	2706	2.23	0	2	2	0	0	1	2	1	0	1	1	2	90
2678	2804	-1.98	0	2	2	0	1	1	5	1	1	1	1	5	54
2645	2729	-0.33	0	0	2	0	1	1	5	2	0	1	1	5	47
2630	2645	-1.9	0	-1	2	1	1	1	5	2	1	1	1	6	30
2647	2674	0.0	0	0	2	2	1	1	7	2	1	2	1	7	23
2734	2732	0.73	0	0	2	1	2	1	7	2	1	2	1	7	38
2775	2725	-3.84	0	-2	1	0	1	0	0	1	0	1	0	2	187
2600	2636	-4.85	0	-3	1	0	1	0	5	2	0	0	0	6	69
2610	2678	0.35	0	0	2	2	2	1	8	2	2	2	1	8	12
2760	2795	-0.05	0	0	2	1	2	1	7	2	1	2	1	7	18
2655	2621	-1.18	0	0	2	1	1	1	5	2	1	1	1	5	51
2681	2643	1.15	0	-1	2	1	2	1	5	2	1	2	1	6	29
2610	2635	0.57	0	2	1	0	1	1	6	1	0	1	1	4	60
2822	2772	0.19	0	0	2	2	2	1	8	2	2	2	1	8	5
2679	2655	1.3	0	0	2	2	1	1	6	2	1	2	1	6	28
2713	2690	-0.26	0	0	2	2	2	1	7	2	2	2	1	7	42
2616	2657	0.0	0	0	2	0	2	1	6	2	1	1	1	6	31
2688	2619	0.57	0	0	2	1	0	1	7	2	1	0	1	7	44
2630	2605	-3.84	0	-1	1	0	1	0	2	1	1	0	0	3	118
2725	2690	-2.74	0	-2	0	0	1	0	2	1	0	0	0	2	213
2714	2646	0.0	0	-1	2	1	1	0	6	2	1	1	0	7	33
2688	2659	0.37	0	0	2	1	2	1	6	2	1	2	1	6	52
2605	2610	0.15	0	0	2	2	2	1	8	2	2	2	1	8	8
2665	2660	-6.55	0	2	2	0	0	1	3	1	0	1	1	3	91
2615	2655	-5.59	0	-2	1	0	1	0	1	1	1	0	0	3	97
2625	2642	-0.49	0	0	0	0	1	1	6	0	0	1	1	6	74
2658	2606	0.0	0	0	2	2	0	0	6	2	0	2	0	6	67
2655	2635	0.59	0	0	2	2	2	1	8	2	2	2	1	8	15
2610	2605	0.31	0	-3	2	0	1	1	8	2	1	1	1	8	33
2670	2749	-0.55	0	2	2	0	2	0	5	2	0	1	0	6	54
2760	2772	-5.09	0	-3	1	0	1	1	4	2	0	0	1	5	86
2660	2725	-1.93	0	0	2	1	1	1	7	2	1	1	1	7	46
2619	2715	-8.16	0	-1	1	0	0	0	1	1	0	0	0	2	137
2668	2716	0.4	0	0	2	2	2	1	7	2	2	2	1	7	17
2715	2610	1.84	0	3	1	0	1	1	3	1	0	0	1	3	130
2630	2675	0.53	0	0	2	2	2	1	7	2	2	2	1	7	0
2725	2796	0.0	0	0	0	0	2	0	2	0	0	2	0	2	0
2700	2820	-0.95	0	-1	2	0	1	1	5	2	0	1	1	6	52
2683	2700	-13.33	0	0	0	0	0	1	1	0	0	0	1	1	146
2638	2683	-3.82	0	-1	2	0	0	1	4	2	1	0	1	2	72
