2610	2608	-10.08	0	-2	1	0	0	0	1	1	0	0	0	3	101
2688	2668	-2.91	0	-1	1	0	0	0	1	1	0	0	0	2	163
2600	2600	-4.29	0	-1	1	0	1	0	2	1	0	1	0	3	79
2652	2612	0.0	0	0	2	1	1	1	7	2	0	2	1	7	40
2663	2603	-3.82	0	-1	1	1	1	1	4	1	1	1	1	5	67
2610	2635	-2.61	0	0	2	0	0	0	4	2	0	0	0	4	70
2710	2717	-0.16	0	2	2	2	0	0	2	2	0	1	0	3	91
2620	2665	0.3	0	0	2	2	2	1	8	2	2	2	1	8	1
2651	2690	0.23	0	0	2	2	2	1	8	2	2	2	1	8	2
2655	2762	0.09	0	0	2	2	2	1	7	2	2	2	1	7	23
2615	2615	-5.4	0	-2	0	1	1	0	4	1	0	1	0	4	72
2601	2695	-0.77	0	-1	1	0	0	0	3	1	0	0	0	4	101
2652	2679	-7.4	0	-1	1	0	0	0	1	1	0	0	0	2	120
2620	2690	0.22	0	0	2	2	2	1	8	2	2	2	1	8	3
2734	2653	0.25	0	0	2	2	2	1	8	2	2	2	1	8	4
2645	2700	-5.01	0	-5	1	0	2	1	5	2	1	1	1	5	46
2635	2697	-4.0	0	-3	1	0	1	1	3	1	1	1	1	3	88
2611	2601	-4.05	0	-1	1	0	1	1	6	2	0	0	1	5	64
2616	2687	0.0	0	-1	2	2	2	1	7	2	2	2	1	8	37
2631	2632	0.2	0	0	2	2	2	1	8	2	2	2	1	8	32
2650	2600	0.15	0	0	2	1	0	1	7	2	0	1	1	7	50
2606	2680	0.14	0	0	2	2	2	1	8	2	2	2	1	8	4
2745	2670	-8.78	0	-1	1	0	1	1	4	1	0	1	1	5	75
2673	2723	-0.07	0	-3	2	1	2	1	7	2	2	2	1	7	31
2770	2686	-0.48	0	0	2	2	2	1	6	2	2	2	1	6	53
2614	2630	-0.49	0	-1	2	1	1	1	7	2	1	1	1	8	24
2645	2735	0.35	0	0	2	2	2	1	8	2	2	2	1	8	10
2605	2630	-0.08	0	0	2	1	2	1	7	2	2	1	1	7	25
2665	2681	0.39	0	0	2	1	2	1	7	2	1	2	1	7	24
2615	2760	0.5	0	-3	2	1	2	1	8	2	2	2	1	8	11
2616	2674	-1.48	0	0	0	0	1	0	5	0	0	1	0	5	92
2753	2780	0.45	0	0	2	2	2	1	7	2	2	2	1	7	13
2734	2810	-2.51	0	-1	0	1	1	0	3	1	0	1	0	2	125
2673	2702	-1.86	0	-2	1	1	2	1	6	2	1	1	1	6	58
2600	2644	-2.29	0	1	2	0	2	1	4	2	2	0	1	3	44
2657	2708	-1.68	0	-1	0	1	0	0	4	0	1	0	0	5	78
2634	2623	-1.59	0	0	2	0	0	1	3	2	0	0	1	3	79
2618	2654	-3.1	0	-1	1	0	1	0	4	1	0	1	0	5	94
2605	2615	0.26	0	0	2	2	2	1	7	2	2	2	1	7	23
2609	2660	0.0	0	0	2	1	2	1	6	2	2	1	1	6	51
2641	2645	-0.29	0	0	2	2	1	1	6	2	1	2	1	6	36
2614	2605	-0.12	0	0	1	0	1	0	4	1	1	0	0	4	66
2746	2666	1.3	0	0	2	1	2	1	7	2	1	2	1	7	39
2749	2827	-3.86	0	0	1	0	0	0	3	1	0	0	0	3	91
2604	2625	0.0	0	-1	0	0	1	1	2	0	0	1	1	3	125
2645	2675	0.0	0	0	2	0	0	0	5	2	0	0	0	5	65
2660	2675	-7.21	0	1	2	1	1	1	4	2	0	1	1	6	52
2617	2670	0.0	0	0	2	2	1	1	6	2	1	2	1	6	23
2685	2600	0.21	0	1	2	0	2	1	6	2	1	1	1	5	37
2678	2661	-5.78	0	-1	0	1	0	0	2	0	0	1	0	3	115
2712	2710	-0.12	0	0	2	2	2	1	7	2	2	2	1	7	12
2605	2630	0.2	0	0	1	2	2	1	6	1	2	2	1	6	35
2690	2625	-3.78	0	3	2	1	1	1	6	2	0	1	1	6	42
2609	2624	0.16	0	0	2	2	2	1	8	2	2	2	1	8	11
2655	2621	-0.47	0	0	2	2	2	1	6	2	2	2	1	6	20
2648	2648	-0.25	0	-1	1	0	1	0	3	1	1	0	0	4	91
2635	2670	0.58	0	0	0	1	1	0	6	0	2	0	0	6	42
2764	2739	0.63	0	0	2	1	2	0	6	2	1	2	0	6	28
2697	2722	-1.13	0	0	2	0	1	1	5	2	1	0	1	5	54
2689	2692	-1.17	0	0	2	0	1	1	7	2	0	1	1	7	40
2707	2742	-4.09	0	-7	1	2	0	1	6	2	2	1	1	5	53
2734	2721	0.57	0	0	2	2	1	1	8	2	2	1	1	8	17
2625	2655	0.98	0	-1	2	0	1	1	6	2	0	1	1	7	51
2732	2643	-6.06	0	-1	1	2	0	1	3	1	1	1	1	4	67
2630	2655	-4.19	0	-6	1	1	1	1	4	2	0	2	1	5	69
2607	2632	-1.39	0	1	2	0	1	0	5	2	0	1	0	4	50
2729	2616	-1.63	0	-2	1	0	1	0	4	1	0	1	0	6	75
2739	2761	-4.24	0	0	1	1	0	0	4	1	0	1	0	4	87
2607	2695	-9.21	0	-2	0	2	0	0	1	0	2	0	0	3	156
2673	2634	-1.59	0	0	0	0	1	1	4	0	2	0	1	1	105
2716	2610	-7.51	0	-3	1	0	1	0	2	1	0	1	0	5	81
2705	2719	0.12	0	-1	0	1	0	1	1	1	0	0	1	0	106
2715	2707	-11.57	0	-2	0	0	1	0	1	1	0	0	0	1	139
2750	2792	-0.05	0	-1	2	2	2	1	7	2	2	2	1	8	22
2667	2663	4.01	0	3	0	1	1	0	5	0	0	1	0	5	58
2735	2718	-1.82	0	0	2	0	1	0	6	2	0	1	0	6	51
2673	2648	-2.64	0	0	1	1	1	0	5	1	0	2	0	5	77
2780	2757	0.71	0	0	2	2	2	1	8	2	2	2	1	8	13
2778	2747	-7.91	0	-1	0	1	0	0	0	0	1	0	0	1	164
2699	2688	1.29	0	0	2	2	2	0	7	2	2	2	0	7	29
2605	2670	-0.31	0	-1	2	2	0	1	7	2	0	2	1	8	52
2688	2663	1.34	0	0	1	0	1	1	5	1	0	1	1	5	57
2681	2613	-7.09	0	-1	1	0	0	0	3	1	0	0	0	4	105
2705	2684	0.28	0	0	2	2	1	1	7	2	1	2	1	7	23
2639	2609	-5.34	0	-2	1	0	1	1	6	2	1	0	1	3	67
2627	2648	0.0	0	0	2	1	2	1	6	2	1	2	1	6	42
2694	2640	-3.01	0	0	2	2	0	1	6	2	1	1	1	6	42
2635	2699	0.0	0	0	2	2	2	1	7	2	2	2	1	7	13
2655	2600	-5.13	0	-2	0	1	1	1	4	2	1	1	0	5	67
2670	2802	-6.75	0	-1	1	0	1	0	4	1	1	0	0	5	94
2600	2735	0.0	0	0	2	2	2	1	6	2	2	2	1	6	16
2678	2714	-3.21	0	-4	1	1	0	0	4	1	1	1	0	5	57
2657	2607	-5.63	0	-2	2	0	1	0	3	1	0	0	1	4	115
2725	2756	-1.28	0	-4	1	0	0	0	0	0	0	0	1	0	149
2638	2622	-4.45	0	-1	1	1	0	1	5	1	1	0	1	6	56
2688	2755	-4.0	0	-2	2	1	0	0	5	2	1	1	0	4	64
2667	2613	0.11	0	0	1	1	0	1	4	1	0	1	1	4	71
2624	2732	0.01	0	1	2	1	2	1	6	2	1	2	1	5	56
2803	2804	-3.76	0	2	2	1	1	1	3	2	0	1	1	4	65
2608	2631	0.4	0	0	2	2	2	1	7	2	2	2	1	7	9
2695	2600	-5.56	0	0	2	1	2	1	6	2	1	2	1	6	49
2682	2724	-1.63	0	-2	2	2	1	1	6	2	2	2	1	5	26
2671	2627	-2.8	0	0	2	2	1	1	5	2	2	1	1	5	40
2616	2688	-6.71	0	-2	1	1	0	1	5	2	0	0	1	5	72
2662	2707	-7.17	0	0	1	0	0	0	3	1	0	0	0	3	109
2606	2711	-4.44	0	0	2	2	1	1	6	2	1	2	1	6	44
2691	2622	0.17	0	0	2	2	2	1	8	2	2	2	1	8	4
2760	2779	0.0	0	3	2	2	2	1	7	2	1	2	1	7	26
2603	2695	0.36	0	0	2	2	2	1	8	2	2	2	1	8	0
2745	2746	-1.72	0	-3	2	1	2	1	6	2	2	2	1	6	29
2650	2618	0.59	0	0	2	1	2	1	7	2	1	2	1	7	23
2649	2615	0.51	0	0	2	2	2	1	7	2	2	2	1	7	12
2739	2609	-4.38	0	-1	1	1	0	0	2	0	0	0	1	2	152
2668	2793	-0.86	0	0	1	0	1	1	6	1	0	1	1	6	51
2656	2736	-1.59	0	-2	1	0	1	1	3	1	0	1	1	5	74
2628	2638	0.33	0	0	2	2	2	1	8	2	2	2	1	8	6
2606	2676	0.45	0	0	2	1	2	1	6	2	1	2	1	6	41
2600	2670	0.5	0	0	2	2	2	1	7	2	2	2	1	7	12
2603	2624	0.27	0	0	2	2	2	1	6	2	2	2	1	6	24
2690	2735	-3.55	0	0	0	1	1	0	5	1	1	0	0	3	120
2765	2660	0.71	0	1	2	1	1	1	5	2	0	2	1	4	38
2615	2635	0.0	0	-5	2	0	2	1	4	2	2	2	1	3	55
2610	2725	0.06	0	0	2	2	2	1	8	2	2	2	1	8	9
2613	2718	-1.27	0	0	1	1	1	0	5	1	1	1	0	5	85
2646	2758	-0.16	0	-2	1	0	0	0	0	1	0	0	0	2	101
2680	2660	-4.63	0	-1	1	1	0	0	5	1	1	0	0	6	86
2688	2714	-1.22	0	-9	2	1	1	0	6	2	1	1	1	6	45
2643	2631	-0.12	0	0	0	1	0	1	5	0	0	1	1	5	86
2742	2699	0.0	0	0	1	0	0	0	6	0	1	1	0	5	101
2610	2630	-5.67	0	-2	1	0	0	0	2	0	0	1	0	6	89
2640	2620	-0.01	0	-2	1	1	2	1	6	2	1	1	1	6	33
2605	2680	0.42	0	0	2	2	2	1	8	2	2	2	1	8	1
2647	2650	-5.68	0	-1	1	0	0	0	1	1	0	0	0	2	157
2617	2607	1.0	0	0	2	2	0	1	6	2	1	1	1	6	51
2628	2734	0.54	0	0	2	2	2	1	8	2	2	2	1	8	5
